,word,root,part_of_speech
10476,necessity,unnecessarily,noun
10477,necessary,unnecessarily,adjective
10478,unnecessary,unnecessarily,adjective
10479,necessitate,unnecessarily,verb
10480,necessarily,unnecessarily,adverb
10481,unnecessarily,unnecessarily,adverb
10482,necessity,unnecessary,noun
10483,necessary,unnecessary,adjective
10484,unnecessary,unnecessary,adjective
10485,necessitate,unnecessary,verb
10486,necessarily,unnecessary,adverb
10487,unnecessarily,unnecessary,adverb
10488,notice,unnoticed,noun
10489,noticeable,unnoticed,adjective
10490,unnoticed,unnoticed,adjective
10491,notice,unnoticed,verb
10492,noticeably,unnoticed,adverb
10493,pack,unpack,noun
10494,packing,unpack,noun
10495,package,unpack,noun
10496,packaging,unpack,noun
10497,packet,unpack,noun
10498,packed,unpack,adjective
10499,pack,unpack,verb
10500,unpack,unpack,verb
10501,package,unpack,verb
10502,pay,unpaid,noun
10503,payment,unpaid,noun
10504,repayment,unpaid,noun
10505,unpaid,unpaid,adjective
10506,underpaid,unpaid,adjective
10507,pay,unpaid,verb
10508,repay,unpaid,verb
10509,pleasure,unpleasant,noun
10510,pleasantry,unpleasant,noun
10511,displeasure,unpleasant,noun
10512,pleasant,unpleasant,adjective
10513,unpleasant,unpleasant,adjective
10514,pleased,unpleasant,adjective
10515,pleasing,unpleasant,adjective
10516,pleasurable,unpleasant,adjective
10517,displeased,unpleasant,adjective
10518,please,unpleasant,verb
10519,displease,unpleasant,verb
10520,pleasantly,unpleasant,adverb
10521,unpleasantly,unpleasant,adverb
10522,popularity,unpopular,noun
10523,unpopularity,unpopular,noun
10524,popularization,unpopular,noun
10525,popular,unpopular,adjective
10526,unpopular,unpopular,adjective
10527,popularize,unpopular,verb
10528,popularly,unpopular,adverb
10529,profession,unprofessional,noun
10530,professional,unprofessional,noun
10531,professionalism,unprofessional,noun
10532,professional,unprofessional,adjective
10533,unprofessional,unprofessional,adjective
10534,professionally,unprofessional,adverb
10535,qualification,unqualified,noun
10536,disqualification,unqualified,noun
10537,qualifier,unqualified,noun
10538,qualified,unqualified,adjective
10539,unqualified,unqualified,adjective
10540,qualify,unqualified,verb
10541,disqualify,unqualified,verb
10542,question,unquestionably,noun
10543,questioning,unquestionably,noun
10544,questionable,unquestionably,adjective
10545,unquestionable,unquestionably,adjective
10546,question,unquestionably,verb
10547,unquestionably,unquestionably,adverb
10548,realism,unreal,noun
10549,realist,unreal,noun
10550,reality,unreal,noun
10551,unreality,unreal,noun
10552,realization,unreal,noun
10553,real,unreal,adjective
10554,unreal,unreal,adjective
10555,realistic,unreal,adjective
10556,unrealistic,unreal,adjective
10557,realize,unreal,verb
10558,real,unreal,adverb
10559,really,unreal,adverb
10560,realistically,unreal,adverb
10561,realism,unrealistic,noun
10562,realist,unrealistic,noun
10563,reality,unrealistic,noun
10564,unreality,unrealistic,noun
10565,realization,unrealistic,noun
10566,real,unrealistic,adjective
10567,unreal,unrealistic,adjective
10568,realistic,unrealistic,adjective
10569,unrealistic,unrealistic,adjective
10570,realize,unrealistic,verb
10571,real,unrealistic,adverb
10572,really,unrealistic,adverb
10573,realistically,unrealistic,adverb
10574,reason,unreasonable,noun
10575,reasoning,unreasonable,noun
10576,reasonable,unreasonable,adjective
10577,unreasonable,unreasonable,adjective
10578,reason,unreasonable,verb
10579,reasonably,unreasonable,adverb
10580,unreasonably,unreasonable,adverb
10581,reason,unreasonably,noun
10582,reasoning,unreasonably,noun
10583,reasonable,unreasonably,adjective
10584,unreasonable,unreasonably,adjective
10585,reason,unreasonably,verb
10586,reasonably,unreasonably,adverb
10587,unreasonably,unreasonably,adverb
10588,relation,unrelated,noun
10589,relationship,unrelated,noun
10590,relative,unrelated,noun
10591,related,unrelated,adjective
10592,unrelated,unrelated,adjective
10593,relative,unrelated,adjective
10594,relate,unrelated,verb
10595,relatively,unrelated,adverb
10596,reliability,unreliable,noun
10597,reliance,unreliable,noun
10598,reliable,unreliable,adjective
10599,unreliable,unreliable,adjective
10600,reliant,unreliable,adjective
10601,rely,unreliable,verb
10602,reliably,unreliable,adverb
10603,rest,unrest,noun
10604,unrest,unrest,noun
10605,restlessness,unrest,noun
10606,restless,unrest,adjective
10607,rest,unrest,verb
10608,restlessly,unrest,adverb
10609,safe,unsafe,noun
10610,safety,unsafe,noun
10611,safe,unsafe,adjective
10612,unsafe,unsafe,adjective
10613,safely,unsafe,adverb
10614,satisfaction,unsatisfactory,noun
10615,dissatisfaction,unsatisfactory,noun
10616,satisfactory,unsatisfactory,adjective
10617,unsatisfactory,unsatisfactory,adjective
10618,dissatisfied,unsatisfactory,adjective
10619,satisfying,unsatisfactory,adjective
10620,satisfied,unsatisfactory,adjective
10621,unsatisfied,unsatisfactory,adjective
10622,satisfy,unsatisfactory,verb
10623,satisfactorily,unsatisfactory,adverb
10624,unsatisfactorily,unsatisfactory,adverb
10625,solution,unsolved,noun
10626,solvent,unsolved,noun
10627,soluble,unsolved,adjective
10628,insoluble,unsolved,adjective
10629,unsolved,unsolved,adjective
10630,solvent,unsolved,adjective
10631,solve,unsolved,verb
10632,success,unsuccessful,noun
10633,succession,unsuccessful,noun
10634,successor,unsuccessful,noun
10635,successful,unsuccessful,adjective
10636,unsuccessful,unsuccessful,adjective
10637,successive,unsuccessful,adjective
10638,succeed,unsuccessful,verb
10639,successfully,unsuccessful,adverb
10640,unsuccessfully,unsuccessful,adverb
10641,success,unsuccessfully,noun
10642,succession,unsuccessfully,noun
10643,successor,unsuccessfully,noun
10644,successful,unsuccessfully,adjective
10645,unsuccessful,unsuccessfully,adjective
10646,successive,unsuccessfully,adjective
10647,succeed,unsuccessfully,verb
10648,successfully,unsuccessfully,adverb
10649,unsuccessfully,unsuccessfully,adverb
10650,think,unthinkable,noun
10651,rethink,unthinkable,noun
10652,thinker,unthinkable,noun
10653,thinking,unthinkable,noun
10654,unthinkable,unthinkable,adjective
10655,think,unthinkable,verb
10656,rethink,unthinkable,verb
10657,tie,untie,noun
10658,tie,untie,verb
10659,untie,untie,verb
10660,touch,untouched,noun
10661,touched,untouched,adjective
10662,untouched,untouched,adjective
10663,touching,untouched,adjective
10664,touchy,untouched,adjective
10665,touch,untouched,verb
10666,touchingly,untouched,adverb
10667,truth,untrue,noun
10668,untruth,untrue,noun
10669,truthfulness,untrue,noun
10670,true,untrue,adjective
10671,untrue,untrue,adjective
10672,truthful,untrue,adjective
10673,truly,untrue,adverb
10674,truthfully,untrue,adverb
10675,want,unwanted,noun
10676,wants,unwanted,noun
10677,wanted,unwanted,adjective
10678,unwanted,unwanted,adjective
10679,want,unwanted,verb
10680,willingness,unwilling,noun
10681,unwillingness,unwilling,noun
10682,willing,unwilling,adjective
10683,unwilling,unwilling,adjective
10684,willingly,unwilling,adverb
10685,unwillingly,unwilling,adverb
10686,willingness,unwillingly,noun
10687,unwillingness,unwillingly,noun
10688,willing,unwillingly,adjective
10689,unwilling,unwillingly,adjective
10690,willingly,unwillingly,adverb
10691,unwillingly,unwillingly,adverb
10692,willingness,unwillingness,noun
10693,unwillingness,unwillingness,noun
10694,willing,unwillingness,adjective
10695,unwilling,unwillingness,adjective
10696,willingly,unwillingness,adverb
10697,unwillingly,unwillingness,adverb
10698,upset,upset,noun
10699,upset,upset,adjective
10700,upsetting,upset,adjective
10701,upset,upset,verb
10702,urgency,urgent,noun
10703,urgent,urgent,adjective
10704,urgently,urgent,adverb
10705,urgency,urgently,noun
10706,urgent,urgently,adjective
10707,urgently,urgently,adverb
10708,usage,usage,noun
10709,use,usage,noun
10710,misuse,usage,noun
10711,usefulness,usage,noun
10712,user,usage,noun
10713,disuse,usage,noun
10714,reusable,usage,adjective
10715,used,usage,adjective
10716,unused,usage,adjective
10717,useful,usage,adjective
10718,useless,usage,adjective
10719,disused,usage,adjective
10720,use,usage,verb
10721,misuse,usage,verb
10722,reuse,usage,verb
10723,usefully,usage,adverb
10724,usage,use,noun
10725,use,use,noun
10726,misuse,use,noun
10727,usefulness,use,noun
10728,user,use,noun
10729,disuse,use,noun
10730,reusable,use,adjective
10731,used,use,adjective
10732,unused,use,adjective
10733,useful,use,adjective
10734,useless,use,adjective
10735,disused,use,adjective
10736,use,use,verb
10737,misuse,use,verb
10738,reuse,use,verb
10739,usefully,use,adverb
10740,usage,used,noun
10741,use,used,noun
10742,misuse,used,noun
10743,usefulness,used,noun
10744,user,used,noun
10745,disuse,used,noun
10746,reusable,used,adjective
10747,used,used,adjective
10748,unused,used,adjective
10749,useful,used,adjective
10750,useless,used,adjective
10751,disused,used,adjective
10752,use,used,verb
10753,misuse,used,verb
10754,reuse,used,verb
10755,usefully,used,adverb
10756,usage,useful,noun
10757,use,useful,noun
10758,misuse,useful,noun
10759,usefulness,useful,noun
10760,user,useful,noun
10761,disuse,useful,noun
10762,reusable,useful,adjective
10763,used,useful,adjective
10764,unused,useful,adjective
10765,useful,useful,adjective
10766,useless,useful,adjective
10767,disused,useful,adjective
10768,use,useful,verb
10769,misuse,useful,verb
10770,reuse,useful,verb
10771,usefully,useful,adverb
10772,usage,usefulness,noun
10773,use,usefulness,noun
10774,misuse,usefulness,noun
10775,usefulness,usefulness,noun
10776,user,usefulness,noun
10777,disuse,usefulness,noun
10778,reusable,usefulness,adjective
10779,used,usefulness,adjective
10780,unused,usefulness,adjective
10781,useful,usefulness,adjective
10782,useless,usefulness,adjective
10783,disused,usefulness,adjective
10784,use,usefulness,verb
10785,misuse,usefulness,verb
10786,reuse,usefulness,verb
10787,usefully,usefulness,adverb
10788,usage,useless,noun
10789,use,useless,noun
10790,misuse,useless,noun
10791,usefulness,useless,noun
10792,user,useless,noun
10793,disuse,useless,noun
10794,reusable,useless,adjective
10795,used,useless,adjective
10796,unused,useless,adjective
10797,useful,useless,adjective
10798,useless,useless,adjective
10799,disused,useless,adjective
10800,use,useless,verb
10801,misuse,useless,verb
10802,reuse,useless,verb
10803,usefully,useless,adverb
10804,usage,user,noun
10805,use,user,noun
10806,misuse,user,noun
10807,usefulness,user,noun
10808,user,user,noun
10809,disuse,user,noun
10810,reusable,user,adjective
10811,used,user,adjective
10812,unused,user,adjective
10813,useful,user,adjective
10814,useless,user,adjective
10815,disused,user,adjective
10816,use,user,verb
10817,misuse,user,verb
10818,reuse,user,verb
10819,usefully,user,adverb
10820,value,valuable,noun
10821,valuable,valuable,adjective
10822,invaluable,valuable,adjective
10823,undervalued,valuable,adjective
10824,value,valuable,verb
10825,devalue,valuable,verb
10826,value,value,noun
10827,valuable,value,adjective
10828,invaluable,value,adjective
10829,undervalued,value,adjective
10830,value,value,verb
10831,devalue,value,verb
10832,variable,variable,noun
10833,variance,variable,noun
10834,variant,variable,noun
10835,variety,variable,noun
10836,variable,variable,adjective
10837,varied,variable,adjective
10838,various,variable,adjective
10839,vary,variable,verb
10840,invariably,variable,adverb
10841,variously,variable,adverb
10842,variable,varied,noun
10843,variance,varied,noun
10844,variant,varied,noun
10845,variety,varied,noun
10846,variable,varied,adjective
10847,varied,varied,adjective
10848,various,varied,adjective
10849,vary,varied,verb
10850,invariably,varied,adverb
10851,variously,varied,adverb
10852,variable,variety,noun
10853,variance,variety,noun
10854,variant,variety,noun
10855,variety,variety,noun
10856,variable,variety,adjective
10857,varied,variety,adjective
10858,various,variety,adjective
10859,vary,variety,verb
10860,invariably,variety,adverb
10861,variously,variety,adverb
10862,variable,various,noun
10863,variance,various,noun
10864,variant,various,noun
10865,variety,various,noun
10866,variable,various,adjective
10867,varied,various,adjective
10868,various,various,adjective
10869,vary,various,verb
10870,invariably,various,adverb
10871,variously,various,adverb
10872,variable,vary,noun
10873,variance,vary,noun
10874,variant,vary,noun
10875,variety,vary,noun
10876,variable,vary,adjective
10877,varied,vary,adjective
10878,various,vary,adjective
10879,vary,vary,verb
10880,invariably,vary,adverb
10881,variously,vary,adverb
10882,vegetable,vegetable,noun
10883,vegetarian,vegetable,noun
10884,vegetarian,vegetable,adjective
10885,vegetable,vegetarian,noun
10886,vegetarian,vegetarian,noun
10887,vegetarian,vegetarian,adjective
10888,view,view,noun
10889,overview,view,noun
10890,preview,view,noun
10891,review,view,noun
10892,viewer,view,noun
10893,view,view,verb
10894,preview,view,verb
10895,review,view,verb
10896,view,viewer,noun
10897,overview,viewer,noun
10898,preview,viewer,noun
10899,review,viewer,noun
10900,viewer,viewer,noun
10901,view,viewer,verb
10902,preview,viewer,verb
10903,review,viewer,verb
10904,violence,violate,noun
10905,violent,violate,adjective
10906,non-violent,violate,adjective
10907,violate,violate,verb
10908,violently,violate,adverb
10909,violence,violence,noun
10910,violent,violence,adjective
10911,non-violent,violence,adjective
10912,violate,violence,verb
10913,violently,violence,adverb
10914,violence,violent,noun
10915,violent,violent,adjective
10916,non-violent,violent,adjective
10917,violate,violent,verb
10918,violently,violent,adverb
10919,violence,violently,noun
10920,violent,violently,adjective
10921,non-violent,violently,adjective
10922,violate,violently,verb
10923,violently,violently,adverb
10924,visit,visit,noun
10925,visitor,visit,noun
10926,visit,visit,verb
10927,visit,visitor,noun
10928,visitor,visitor,noun
10929,visit,visitor,verb
10930,vote,vote,noun
10931,voter,vote,noun
10932,vote,vote,verb
10933,vote,voter,noun
10934,voter,voter,noun
10935,vote,voter,verb
10936,want,want,noun
10937,wants,want,noun
10938,wanted,want,adjective
10939,unwanted,want,adjective
10940,want,want,verb
10941,war,war,noun
10942,warfare,war,noun
10943,warrior,war,noun
10944,warring,war,adjective
10945,warmth,warm,noun
10946,warm,warm,adjective
10947,warm,warm,verb
10948,warmly,warm,adverb
10949,warmth,warmly,noun
10950,warm,warmly,adjective
10951,warm,warmly,verb
10952,warmly,warmly,adverb
10953,warmth,warmth,noun
10954,warm,warmth,adjective
10955,warm,warmth,verb
10956,warmly,warmth,adverb
10957,war,warrior,noun
10958,warfare,warrior,noun
10959,warrior,warrior,noun
10960,warring,warrior,adjective
10961,wash,wash,noun
10962,washer,wash,noun
10963,washing,wash,noun
10964,washable,wash,adjective
10965,unwashed,wash,adjective
10966,wash,wash,verb
10967,waste,waste,noun
10968,wastage,waste,noun
10969,wasteful,waste,adjective
10970,waste,waste,verb
10971,wastefully,waste,adverb
10972,watch,watch,noun
10973,watchful,watch,adjective
10974,watch,watch,verb
10975,water,water,noun
10976,waters,water,noun
10977,underwater,water,adjective
10978,waterproof,water,adjective
10979,watery,water,adjective
10980,water,water,verb
10981,underwater,water,adverb
10982,water,waterproof,noun
10983,waters,waterproof,noun
10984,underwater,waterproof,adjective
10985,waterproof,waterproof,adjective
10986,watery,waterproof,adjective
10987,water,waterproof,verb
10988,underwater,waterproof,adverb
10989,subway,way,noun
10990,way,way,noun
