,word,part_of_speech,transcription,hint,lvl,label,definition,examples,order_num,root_word
11928,not be/come up to scratch,noun,/skrætʃ/,,C2,C,to not be good enough,"[""She told me my work wasn't up to scratch."", ""The department has put a procedure in place for staff who don't come up to scratch.""]",5132,scratch
11929,scream,verb,/skriːm/,,B1,I or T,"to make a loud, high noise with your voice, or to shout something in a loud, high voice because you are afraid, hurt, or angry","['A spider landed on her pillow and she screamed.', 'Through the smoke, the rescuers could hear people screaming for help.', 'He was screaming in/with pain and begging for anaesthetic.', 'They screamed with laughter at her jokes.', 'Ken screamed (out) a warning telling people to get out of the way.', ""I've never found screaming (and shouting) at my staff to be very effective."", '""I wish you were dead!"" she screamed.']",5133,scream
11930,scream,noun,/skriːm/,,B1,C,when someone screams,['We heard screams coming from their apartment.'],5133,scream
11931,screen,noun,/skriːn/,,A2,C,"a flat surface in a cinema or on a television, computer, mobile phone, etc., on which pictures or words are shown","['Our television has a 19-inch screen.', ""Coming to your screens shortly, the amazing adventures of 'Robin Hood'."", 'Her ambition is to write for the screen.', 'Write the letter on the computer, then you can make changes easily on screen.']",5134,screen
11932,script ,noun,/skrɪpt/,WORDS,B2,C,"the words written for and spoken in a film, play, broadcast or speech","[""Bruce Robinson wrote the script for 'The Killing Fields'.""]",5135,script
11933,script ,noun,/skrɪpt/,LETTERS,C2,C or U,a set of letters used for writing a particular language,['Arabic/Roman script'],5135,script
11934,"scroll up/down/through, etc.",verb,/skrəʊl/,,C2,,to move text or an image on a computer screen so that you can look at the part that you want,['Scroll down to the bottom of the document.'],5136,scroll
11935,scruffy,adjective,/ˈskrʌf.i/,,C2,,dirty and untidy,"['scruffy jeans', ""I don't like to look scruffy.""]",5137,scruffy
11936,scrutiny,noun,/ˈskruː.tɪn.i/,,C2,U,when you examine something carefully,['Every aspect of her life came under public scrutiny.'],5138,scrutiny
11937,sculpture,noun,/ˈskʌlp.tʃər/,,B1,C or U,"a piece of art that is made from stone, wood, clay, etc., or the process of making objects like this","['a wooden sculpture', 'modern sculpture', 'Tom teaches sculpture at the local art school.', 'The museum has several life-sized sculptures of people and animals.']",5139,sculpture
11938,sea,noun,/siː/,,A1,C or U,a large area of salt water,"['the Mediterranean Sea', 'We went swimming in the sea.', 'The sea was calm/smooth/choppy/rough when we crossed the Channel.', 'The refugees were at sea for forty days before reaching land.', 'When we moved to the US, we sent our things by sea.', 'We spent a lovely week by the sea this year.']",5140,sea
11939,seal,noun,/siːl/,,B2,C,an animal with smooth fur that eats fish and lives near the sea,['We could see seals swimming near the coast.'],5141,seal
11940,seal ,verb,/siːl/,CLOSE ENTRANCE,C2,,to close an entrance or container so that air or liquid cannot enter or leave it,['She quickly sealed up the bottle.'],5141,seal
11941,seal ,verb,/siːl/,CLOSE LETTER,C2,,to close a letter or parcel by sticking the edges together,['to seal an envelope'],5141,seal
11942,seal off sth or seal sth off,verb,/siːl/,,C2,,"to prevent people from entering an area or building, often because it is dangerous",['Police immediately sealed off the streets.'],5141,seal
11943,search ,verb,/sɜːtʃ/,TRY TO FIND,B1,I or T,to try to find someone or something,"[""I've searched my bedroom but I can't find my watch."", 'He searched in his pockets for some change.', 'Police are still searching the woods for the missing girl.', 'He searched (in/through) his pockets for some change.', ""I've searched high and low , but I can't find my birth certificate."", 'The detectives searched the house from top to bottom, but they found no sign of the stolen goods.']",5142,search
11944,search ,verb,/sɜːtʃ/,USE COMPUTER,B1,I or T,"to use a computer to find information, especially on the Internet",['I searched the Internet to find the best prices for flights to Barcelona.'],5142,search
11945,search ,verb,/sɜːtʃ/,POLICE,B2,T,"If the police search a place or a person, they look to see if they are hiding anything illegal, such as drugs","['They were searched at the airport.', 'The men were searched for drugs and then released.']",5142,search
11946,search ,verb,/sɜːtʃ/,FIND ANSWER,C1,I,to try to find an answer to a problem,['Doctors are still searching for a cure.'],5142,search
11947,search ,noun,/sɜːtʃ/,TRY TO FIND,B1,C,when you try to find someone or something,"['After a long search, they eventually found the missing papers.', 'The police carried out/conducted/made a thorough search of the house, but they failed to find any drugs.']",5142,search
11948,search ,noun,/sɜːtʃ/,USE COMPUTER,B1,C,"when you use a computer to find information, especially on the Internet","['Why not do a search on Google for hotels in the area?', ""We're doing a computer search for all words beginning with 'high'.""]",5142,search
11949,search ,noun,/sɜːtʃ/,FIND ANSWER,B2,C usually no plural,when you try to find an answer to a problem,['the search for happiness'],5142,search
11950,the seaside,noun,/ˈsiː.saɪd/,,B1,,an area or town next to the sea,['We had a picnic at the seaside.'],5143,the seaside
11951,season ,noun,/ˈsiː.zən/,PART OF YEAR,B1,C,"one of the four periods of the year: spring, summer, autumn or winter",[],5144,season
11952,season ,noun,/ˈsiː.zən/,FOR PARTICULAR EVENT,B1,C,a period of the year when a particular thing happens,"['How long does the dry/hurricane/wet season last?', 'The British football season begins in August and ends in May.']",5144,season
11953,in season,noun,/ˈsiː.zən/,,B2,C,"If vegetables or fruit are in season, they are available and ready to eat",['Asparagus is in season at the moment.'],5144,season
11954,out of season,noun,/ˈsiː.zən/,,C1,C,"If vegetables or fruit are out of season, they are not usually available at that time",['Strawberries are out of season at the moment.'],5144,season
11955,out of season,noun,/ˈsiː.zən/,,C2,C,"If you go somewhere out of season, you go during a period of the year when few people are there",['I prefer to travel out of season.'],5144,season
11956,seasonal,adjective,/ˈsiː.zən.əl/,,B2,,relating to or happening during a particular period in the year,"['seasonal vegetables', 'seasonal farm work']",5145,seasonal
11957,seat ,noun,/siːt/,SIT,A2,C,a piece of furniture that you sit on,"['Chairs, stools, sofas and benches are different types of seat.', 'Please have/take a seat.', ""A car usually has a driver's seat, a front/passenger seat and back/rear seats."", ""My ticket says 22D but there's already someone in that seat."", 'Is this seat free/taken?', ""Could I book/reserve two seats for tomorrow evening's performance?""]",5146,seat
11958,seat ,noun,/siːt/,POLITICS,C2,C,a position in a parliament or other group that makes official decisions,"['a seat in parliament', 'a congressional seat']",5146,seat
11959,be seated,verb,/siːt/,,B2,,to be sitting down,['The director was seated on his right.'],5146,seat
11960,"seat 4/12/200, etc.",verb,/siːt/,,C2,,"If a building, room, or vehicle seats a particular number of people, that many people can sit in it",['The new concert hall seats 1500 people.'],5146,seat
11961,secluded,adjective,/sɪˈkluː.dɪd/,,C2,,"If a place is secluded, it is quiet and not near people",['a secluded beach/garden'],5147,secluded
11962,second ,ordinal number,/ˈsek.ənd/,AFTER FIRST,A1,,immediately after the first and before any others,"['Is Megan her first or second child?', ""This is the second time I've had flu this winter."", 'Jones took second place in the long jump.', 'I was second in the 100m.']",5148,second
11963,second ,ordinal number,/ˈsek.ənd/,ANOTHER,B1,,another,"['She is often described as the second Marilyn Monroe.', ""You really ought to make the most of the opportunity, because you won't get a second chance."", 'Richard and Liz have a second home in France.', ""Pay attention to what she's saying because she won't explain it a second time.""]",5148,second
11964,second ,ordinal number,/ˈsek.ənd/,"ONLY ONE BETTER/BIGGER, ETC.",B1,,"Second is used to show that only one thing is better, bigger, etc. than the thing mentioned","[""St Petersburg is Russia's second (biggest/largest) city."", ""Iraq's oil reserves are second only to Saudi Arabia's."", 'The conditions that these prisoners are kept in are second to none.']",5148,second
11965,second ,adverb,/ˈsek.ənd/,IN ORDER,B1,,after one other person or thing in order or importance,"[""She didn't win the race, but she did come second.""]",5148,second
11966,second ,adverb,/ˈsek.ənd/,IN LIST,B2,,used to talk about the second in a series of things,"['Second, they failed to send written warning.']",5148,second
11967,second ,noun,/ˈsek.ənd/,PART OF MINUTE,A2,C,one of the 60 parts a minute is divided into,"['There are sixty seconds in a minute.', 'These computers process millions of instructions per second.', 'The new system can trace a phone call in a fraction of a second.']",5148,second
11968,second ,noun,/ˈsek.ənd/,VERY SHORT PERIOD,B1,C,a very short period of time,"['""Come on, hurry up!"" ""I\'ll just/only be a second - I\'ve got to lock the back door.""', ""Have you got a second, Paul? I'd like to have a word with you."", ""It won't take a second ."", 'Wait a couple of/a few seconds before trying again.']",5148,second
11969,second ,noun,/ˈsek.ənd/,PRODUCT,C2,C,something that is sold cheaply because it is damaged or not in perfect condition,['Some of those towels are seconds.'],5148,second
11970,secondary,adjective,/ˈsek.ən.dri/,,B1,always before noun,relating to the education of children approximately between the ages of 11 and 18 years old,"['secondary education', 'Marcus has just started at secondary school.']",5149,secondary
11971,secondary school,noun,/ˈsek.ən.dər.iˌskuːl/,,B1,C,a school for students aged between 11 and,['My children are both at secondary school now.'],5150,secondary school
11972,second-hand,adjective,/ˌsek.əndˈhænd/,,B1,,"If something is second-hand, someone else owned or used it before you","['second-hand books/clothes', 'She buys a lot of clothes second-hand.']",5151,second-hand
11973,secondly,adverb,/ˈsek.ənd.li/,,B2,,"used for introducing the second reason, idea, etc","['I want two things: firstly, more money, and secondly, better working hours.']",5152,secondly
11974,the second person,noun,/ˌsek.əndˈpɜː.sən/,,B2,no plural,the form of a verb or pronoun that is used when referring to the person being spoken or written to,"[""'You' is a second person pronoun.""]",5153,the second person
11975,secret,noun,/ˈsiː.krət/,,B1,C,something that you tell no one about or only a few people,"[""I'm having a party for him but it's a secret."", 'Can you keep a secret?', 'A close couple should have no secrets from each other.', ""Aren't you going to let me in on the secret?"", 'She makes no secret of her dislike of her father.', 'That restaurant is one of the best-kept secrets in London.']",5154,secret
11976,the secret,noun,/ˈsiː.krət/,,B2,C,the best way of achieving something,"[""That's the secret to making a good cocktail."", ""So what's the secret of your success?""]",5154,secret
11977,in secret,noun,/ˈsiː.krət/,,B2,C,without telling other people,['For years they met in secret.'],5154,secret
11978,secret,adjective,/ˈsiː.krət/,,B1,,"If something is secret, other people are not allowed to know about it","['The President escaped through a secret passage underneath the parliament building.', 'This is top secret information.', ""Do you think we'll manage to keep the surprise party secret from Mum until her birthday?""]",5154,secret
11979,secretary ,noun,/ˈsek.rə.tri/,IN OFFICE,A2,C,"someone who works in an office, typing letters, answering the telephone, and arranging meetings, etc",['My secretary will phone you to arrange a meeting.'],5155,secretary
11980,secretary ,noun,/ˈsek.rə.tri/,COMMITTEE,C1,C,the member of a committee who keeps records of meetings and deals with correspondence,"[""I'm secretary of the tennis club this year.""]",5155,secretary
